	label	type	predicted	packet loss	outliers	std	hop	node	mean
189	grid9_1bh-6_2019-02-13_19:15_	BH	normal	4.0	1	50.03179197603593	1	aaaa::212:7403:3:303	90.16458333333334
190	grid9_1bh-6_2019-02-13_19:15_	BH	normal	0.0	3	38.85731092400628	1	aaaa::212:7403:3:303	82.53999999999998
191	grid9_1bh-6_2019-02-13_19:15_	BH	normal	0.0	3	52.58026808448902	1	aaaa::212:7403:3:303	63.51
192	grid9_1bh-6_2019-02-13_19:15_	BH	BH	98.0	0	0.0	4	aaaa::212:740a:a:a0a	1.0
193	grid9_1bh-6_2019-02-13_19:15_	BH	BH	100.0	0	0.0	4	aaaa::212:740a:a:a0a	
194	grid9_1bh-6_2019-02-13_19:15_	BH	BH	100.0	0	0.0	4	aaaa::212:740a:a:a0a	
195	grid9_1bh-6_2019-02-13_19:15_	BH	BH	100.0	0	0.0	4	aaaa::212:740a:a:a0a	
196	grid9_1bh-6_2019-02-13_19:15_	BH	BH	98.0	0	0.0	3	aaaa::212:7407:7:707	1.0
197	grid9_1bh-6_2019-02-13_19:15_	BH	BH	100.0	0	0.0	3	aaaa::212:7407:7:707	
198	grid9_1bh-6_2019-02-13_19:15_	BH	BH	100.0	0	0.0	3	aaaa::212:7407:7:707	
199	grid9_1bh-6_2019-02-13_19:15_	BH	BH	100.0	0	0.0	3	aaaa::212:7407:7:707	
200	grid9_1bh-6_2019-02-13_19:15_	BH	normal	8.0	3	45.24376808715911	2	aaaa::212:7402:2:202	101.95217391304347
201	grid9_1bh-6_2019-02-13_19:15_	BH	normal	0.0	2	47.226129441664135	2	aaaa::212:7402:2:202	114.162
202	grid9_1bh-6_2019-02-13_19:15_	BH	normal	0.0	2	26.273200748120136	2	aaaa::212:7402:2:202	100.012
203	grid9_1bh-6_2019-02-13_19:15_	BH	normal	0.0	2	47.72876208966922	2	aaaa::212:7402:2:202	101.14200000000001
204	grid9_1bh-6_2019-02-13_19:15_	BH	normal	4.0	2	39.66134276507891	2	aaaa::212:7406:6:606	131.99583333333334
205	grid9_1bh-6_2019-02-13_19:15_	BH	normal	2.0	1	74.66024108345388	2	aaaa::212:7406:6:606	133.39183673469387
206	grid9_1bh-6_2019-02-13_19:15_	BH	normal	2.0	3	49.66393728518378	2	aaaa::212:7406:6:606	131.85714285714286
207	grid9_1bh-6_2019-02-13_19:15_	BH	normal	0.0	1	45.55183707848114	2	aaaa::212:7406:6:606	155.656
208	grid9_1bh-6_2019-02-13_19:15_	BH	normal	4.0	3	61.64966221370422	3	aaaa::212:7405:5:505	167.0
209	grid9_1bh-6_2019-02-13_19:15_	BH	normal	0.0	3	41.297823236602106	3	aaaa::212:7405:5:505	154.4
210	grid9_1bh-6_2019-02-13_19:15_	BH	normal	2.0	4	58.760250227536645	3	aaaa::212:7405:5:505	158.9387755102041
211	grid9_1bh-6_2019-02-13_19:15_	BH	normal	0.0	2	44.11358715213003	3	aaaa::212:7405:5:505	163.46
212	grid9_1bh-6_2019-02-13_19:15_	BH	BH	98.0	0	0.0	3	aaaa::212:7409:9:909	1.0
213	grid9_1bh-6_2019-02-13_19:15_	BH	BH	100.0	0	0.0	3	aaaa::212:7409:9:909	
214	grid9_1bh-6_2019-02-13_19:15_	BH	BH	100.0	0	0.0	3	aaaa::212:7409:9:909	
215	grid9_1bh-6_2019-02-13_19:15_	BH	BH	100.0	0	0.0	3	aaaa::212:7409:9:909	
216	grid9_1bh-7_2019-02-13_15:08_	BH	normal	6.0	3	135.46793992475142	2	aaaa::212:7404:4:404	151.71702127659572
